Supplier;Code;Description;Q;Cost Price;Cost * Q;Sales Pirce;Sales Price * Q
P14;A7802;P14 Dish deco Ø25x10 cm GELAN yellow;5;9;45;35;176
P14;A7803;P14 Dish 49,5x20x2,5 cm WANDA antique bronze;1;34;34;162;162
P14;A7804;P14 Dish 30x11 cm LARS raw nickel;3;17;51;75;225
P14;A7805;P14 Dish 20x20 cm VIBORG raw nickel;3;19;57;85;256
P14;A7806;P14 Wall ornament 77x43x4 cm MONDANA gold-antique bronze;-1;34;-34;162;-162
P14;A7807;P14 Wall ornament Ø40x4 cm TAMACAS grey;3;30;90;139;416
P14;A7809;P14 Wall ornament Ø34x3,5 cm DUACA black;3;25;75;115;345
P14;A7811;P14 Vase Ø19x35 cm LEILA glass dark brown;6;24;144;108;651
P14;A7812;P14 Vase deco Ø11,5x17 cm GIVRON matt black;4;13;52;55;220
P14;A7813;P14 Vase deco Ø22,5x51 cm GIVRIN matt black;1;57;57;276;276
P14;A7814;P14 Vase deco Ø20x42 cm GIVRIN matt black;1;40;40;189;189
P14;A7815;P14 Vase Ø15,5x62 cm ISIDORO ceramics olive green;1;42;42;202;202
;;;;;;;
P14;A7816;P14 Vase Ø15x51 cm ISIDORO ceramics olive green;3;33;99;155;466
P14;A7818;P14 Tray 51,5x31 cm MOULON wood+zinc;3;25;75;115;345
P14;A7819;P14 Vase Ø12,5x35 cm JOSIA glass matt taupe;2;21;42;95;190
P14;A7820;P14 Tray 36x22x3 cm HELVIK black pearl;3;30;90;142;426
P14;A7821;P14 Tray 53x30 cm RORIK raw nickel;2;38;76;182;364
B169;A7822;B169 Tray Standing Folded 60x40x25;8;31;248;231;1848
I33;A7823;I33 COSY CASHMERE SCENTED GLASS CANDLE WITH 200GM WAX;489;3;1418;25;12225
I33;A7824;I33 TURQUISE ESCAPE SCENTED GLASS CANDLE WITH 200GM WAX;973;3;2822;25;24325
I33;A7825;I33 COSY CASHMERE 100ML REED DIFFUSER WITH 8 REEDS IN PAPER BOX;487;4;1753;28;13636
I33;A7826;I33 TURQUISE ESCAPE 100ML REED DIFFUSER WITH 8 REEDS IN PAPER BOX;974;4;3506;28;27272
B169;A7827;B169 BOWL WITH HANDLE  40x16x18;1;15;15;80;80
B169;A7828;B169 BOWL PRAU LANCIP  55x16x6;2;6;13;35;70
B169;A7829;B169 BOWL PRAU LANCIP BIG  70x18x13;2;12;24;65;130
B169;A7830;B169 BOWL PRAUTIPIS  70x17x7;-1;10;-10;50;-50
B169;A7831;B169 BOWL 3 HOLE PLACE  29x29x5;4;10;39;50;200
B169;A7834;B169 BOWL THIN PLATE   30x30x4;-6;7;-44;40;-240
B169;A7835;B169 VASE BAKUL  18x18x20;14;10;135;50;700
B169;A7836;B169 PLATE THIN SQUARE   20x20x3;2;4;9;20;40
;;;;;;;
B169;A7838;B169 PLATETHIN ROUNDED   27x27x4;1;6;6;35;35
B169;A7839;B169 BOWL ROUNDED   29x29x10;5;9;46;50;250
B169;A7841;B169 THIN ROUNDED PLATE  29x29x5;8;6;50;35;280
B169;A7842;B169 BOWL ROUNDED   30x30x5;3;7;22;40;120
B169;A7843;B169 BOWL ROUNDED   33x33x5;3;9;28;50;150
B169;A7845;B169 BOWL THICK PRAU LANCIP S  50x8x14;2;7;15;40;80
B169;A7846;B169 CUTTING BOARD  34x28x2;3;5;16;25;75
B169;A7848;B169 SALAD BOWL ROUNDED SM  20x20x9;16;4;70;20;320
B169;A7852;B169 MIRROR ROUNDED NAN  60x60x6;1;39;39;215;215
B169;A7853;B169 MIRROR DRIFT SQUARE BAROQ  60x4x60;1;29;29;160;160
B169;A7854;B169 MIRROR DRIFT RECTANGLE BAROQ  80x4x180;3;112;336;590;1770
B169;A7857;B169 STONE PLACE CHILLI SAUCE   8x8x6;4;0;0;0;0
B169;A7859;B169 CUTTING BOARD SM   20x15x2;-1;0;0;0;0
B204;A7863.1;B204 BOX LAUNDRY 31x45x47;7;12;81;65;455
B204;A7863.2;B204 BOX LAUNDRY 40x55x55;6;16;97;85;510
B204;A7863.3;B204 BOX LAUNDRY 48x65x65;7;18;129;105;735
B204;A7864.1;B204 BOX LAUNDRY 31x45x47;2.2;12;27;75;165
B204;A7864.2;B204 BOX LAUNDRY 40x55x55;2;17;34;90;180
B204;A7864.3;B204 BOX LAUNDRY 48x65x65;3;19;58;105;315
;;;;;;;
B207;A7865;B207 PIRING 40x40x8;4.5;16;74;90;405
B207;A7866;B207 POT BUNGA xx;6;12;70;60;360
B208;A7869;B208 ASBAK 12x12x4;141;1;204;5;705
B208;A7870;B208 BOWL SAMBAL 10x10x4;95;1;138;5;475
B208;A7871;B208 10 MODELS ITEMS  20x20x9;58;1;84;12;696
B208;A7872;B208 6 MODEL ITEM ;44;2;85;10;440
B208;A7873;B208 5 MODEL ITEM ;29;2;70;10;290
B208;A7874;B208 BOWL SET 3 17x17x5;5;6;29;30;150
B208;A7875;B208 BOWL SET 3 19x19x5;9;6;52;30;270
B208;A7876;B208 BOWL SET 2 21x21x5;2;4;8;20;40
B208;A7879;B208 BOWL SMALL 20x20x9;3;6;17;30;90
D191;A7905;D191 KITCHEN EQUIPMENT - PYREX 15Χ15Χ8εκ.;4;5;19;8;30
P38;A7919;P38 FRUIT CUP EDNNA BROWN D44.5XH18.5CM RATTA;1;73;73;260;260
P38;A7920;P38 FRUIT CUP EDNNA BROWN D31.5XH19.5CM RATTA;1;38;38;135;135
P38;A7921;P38 BOTTLE COVER EDNNA BROWN D11XH23.5CM RA;2;27;54;95;190
P38;A7922;P38 BASKET EDNNA BROWN 27X21.5XH8.5CM RATTAN;1;20;20;70;70
P38;A7923;P38 NAPKINS HOLDER EDNNA BROWN 18.5X18.5XH6.5;3;19;57;65;195
;A7925.1;P38 TRAY X2 EDNNA BROWN 43.5X26X8.7C;-1;0;0;130;-130
P38;A7926;P38 DECANTER VINO 1.5L-D22XH27CM GLASS;2;22;44;75;150
;;;;;;;
P38;A7927;P38 TUMBLER LOREA LIGHT GREEN 20CL-D7XH7CM GL;6;7;42;20;120
P38;A7930;P38 W ALL CLOCK RETRO BLACK+GOLD D43X10CM MA;1;57;57;200;200
P38;A7931;P38 W ALL CLOCK RETRO WHITE+GOLD D43X10CM MA;1;57;57;200;200
P38;A7932;P38 SALAD SERVERS X2 PALMIER GREEN ACACIA WO;13;14;182;50;650
B169;A7933;B169 SOAP HOLDER BLACK STONE 15x10x2;4;5;19;25;100
B169;A7934;B169 BOWL HERB MIX MARBLE STONE 15x15x15;9;11;99;60;540
B169;A7935;B169 BOWL HERB MIX MARBLE STONE 10x10x10;10;8;75;40;400
B169;A7937;B169 MIRROR TEAK 65x4x80;2;46;92;300;600
B169;A7938;B169 MIRROR TEAK 55x4x80;3;46;138;300;900
B169;A7939;B169 SOAP HOLDER 17x13x3;5;5;25;30;150
B169;A7941;B169 MIRROR STANDING FLOOR 50x4x170;4;97;387;465;1860
B169;A7942;B169 MIRROR WALL BOHO 57x5x170;4;76;306;370;1480
B31;A7945;Β31 STAND POT  CEMENT;4;40;159;225;900
B31;A7946;Β31 POTTERY  CEMENT;1;40;40;225;225
B31;A7947;Β31 POTTERY  TERRACOTA;1;27;27;150;150
B31;A7948;Β31 POTTERY  TERRACOTA;2;31;62;175;350
B31;A7949;Β31 POTTERY  TERRACOTA;1;22;22;125;125
B31;A7951;Β31 POTTERY  TERRACOTA;3;27;80;150;450
B31;A7953;Β31 BATH SET 3P;15;24;360;135;2025
;;;;;;;
B31;A7954;Β31 POT  TERRACOTA;14;4;62;25;350
B31;A7957.4W;Β31 POT  TERRACOTA;1;8;8;50;50
B31;A7957.5W;Β31 POT  TERRACOTA;1;9;9;50;50
B31;A7958;Β31 POT  TERRACOTA;28;4;124;25;700
B31;A7961.1;Β31 POTTERY  TERRACOTA;2;7;13;40;80
B31;A7961.2;Β31 POTTERY  TERRACOTA;2;7;14;40;80
B31;A7961.3;Β31 POTTERY  TERRACOTA;2;8;17;50;100
B31;A7963;Β31 POTTERY  TERRACOTA;-1;4;-4;25;-25
B31;A7970;Β31 POTTERY  TERRACOTA;1;22;22;125;125
B31;A7974;Β31 POTTERY  TERRACOTA;1;16;16;90;90
B31;A7976B;Β31 POTTERY  TERRACOTA;5;1;4;5;25
B31;A7976W;Β31 POTTERY  TERRACOTA;-1;1;-1;5;-5
B31;A7979.2;Β31 POTTERY  TERRACOTA;-4;4;-18;25;-100
B31;A7979.3;Β31 POTTERY  TERRACOTA;-9;5;-48;30;-270
B31;A7980;Β31 POTTERY  TERRACOTA;39;13;518;75;2925
B31;A7981;Β31 POTTERY  TERRACOTA;11;2;19;10;110
B31;A7982.1;Β31 POTTERY  TERRACOTA;29;4;103;20;580
B31;A7982.2;Β31 POTTERY  TERRACOTA;27;4;119;25;675
B31;A7982.3;Β31 POTTERY  TERRACOTA;28;5;149;30;840
;;;;;;;
B31;A7985.1G;Β31 POTTERY  TERRACOTA;3;4;11;20;60
B31;A7985.1TQ;Β31 POTTERY  TERRACOTA;1;4;4;20;20
B31;A7985.2G;Β31 POTTERY  TERRACOTA;3;4;13;25;75
B31;A7985.2TQ;Β31 POTTERY  TERRACOTA;1;4;4;25;25
B31;A7985.3G;Β31 POTTERY  TERRACOTA;4;5;21;30;120
B31;A7985.3TQ;Β31 POTTERY  TERRACOTA;2;5;11;30;60
B31;A7986;Β31 POTTERY  TERRACOTA;9;2;16;10;90
B4;A7991C;Β4 WASHTAFEL ROUND CEMENT;4;31;124;170;680
B4;A7991G;Β4 WASHTAFEL ROUND CEMENT;4;31;124;170;680
B4;A7992;Β4 WASHTAFEL ROUND CEMENT;4;31;124;170;680
B4;A7993;Β4 MASK + STAND WOODEN;2;40;80;220;440
B4;A7994;Β4 MASK + STAND WOODEN 80CM;1;22;22;120;120
B4;A7995;Β4 MASK + STAND WOODEN;6;9;53;45;270
B4;A7996;Β4 MASK + STAND WOODEN;4;9;35;45;180
B4;A7997C;Β4 WASHTAFEL DRUM CEMENT;3;35;106;195;585
B4;A7997G;Β4 WASHTAFEL DRUM CEMENT;3;35;106;195;585
B4;A7999;Β4 POT TERRACOTA;2;80;159;440;880
B4;A8000;Β4 LESER STONE;16;7;113;35;560
B4;A8001;Β4 YOGI BRONZE;2;49;97;270;540
;;;;;;;
B4;A8002;Β4 CANDLE HOLDER STONE;21;2;46;10;210
B4;A8003;Β4 BRACELET RIVER STONE STONE;7;5;37;25;175
B4;A8005;Β4 POT PLAIN TERRACOTA;-8;62;-495;345;-2760
B4;A8006;Β4 POT TERRACOTA;4;31;124;170;680
B4;A8008;Β4 POT CEMENT 45CM;8;40;318;220;1760
B4;A8009;Β4 POT CEMENT 60CM;10;62;619;345;3450
B4;A8010;Β4 POT CEMENT 80CM;4;80;318;440;1760
B221;A8013;B221 BOWL COLOUR NATURAL PALM WOOD 0;1;80;80;440;440
B221;A8014;B221 BOWL COLOUR NATURAL PALM WOOD 0;1;71;71;390;390
B221;A8015;B221 BOWL COLOUR NATURAL PALM WOOD 0;3;106;318;590;1770
B221;A8016;B221 POT PALM WOOD 0;3;124;371;690;2070
B221;A8017;B221 POT PALM WOOD 0;1;124;124;690;690
B221;A8018;B221 PANEL CARVING COLOUR WHITE WASH SUAR WOOD 0;-2;31;-62;170;-340
B221;A8019;B221 STOOL UMBRELLA CARVING COLOUR PP SUAR WOOD 0;4;44;177;245;980
B221;A8020;B221 STOOL PALM CARVING COLOUR ANTIQ PALM WOOD 0;2;40;80;220;440
B221;A8024;B221 PLATE CARVING MIX COLOUR SUAR WOOD 0;1;27;27;145;145
B221;A8025;B221 BOWL COLOUR NATURAL PALM WOOD 0;1;80;80;360;360
B221;A8026;B221 BOWL COLOUR NATURAL PALM WOOD 0;4;53;212;295;1180
B221;A8027;B221 BOWL COLOUR NATURAL PALM WOOD 0;2;80;159;440;880
;;;;;;;
B221;A8029;B221 CANDLE NATURAL PALM WOOD 0;9;18;159;95;855
B221;A8030;B221 PANEL DRAGON BALI CARVING ANTIQ SUAR WOOD 0;2;80;159;350;700
B221;A8036;B221 CANDLE NATURAL PALM WOOD 0;9;22;199;120;1080
B221;A8037;B221 CANDLE CARVING COLOUR WHITE BROWN SUAR WOOD 0;7;18;124;95;665
B221;A8039;B221 PLATE CARVING COLOUR PP SUAR WOOD 0;2;18;35;95;190
B221;A8041;B221 PANEL CARVING MIX COLOUR SUAR WOOD 0;2;35;71;195;390
B221;A8045;B221 PANEL MASK CARVING ANTIQ SUAR WOOD 0;-2;27;-53;145;-290
B221;A8049;B221 CANDLE CARVING SUAR WOOD 0;7;9;62;45;315
B221;A8050;B221 BOWL COLOUR NATURAL PALM WOOD 0;2;71;142;390;780
B221;A8052;B221 POT PALM ANTIQ PALM WOOD 0;-1;35;-35;195;-195
B221;A8053;B221 TABLE MASHROOM COLOUR ANTIQ PALM WOOD 0;3;71;212;490;1470
B221;A8056;B221 BOWL CARVING COLOUR ANTIQ PALM WOOD 0;2;88;177;490;980
D190;A8057;D190 KITCHEN SUPPLIES - ΠΟΤΗΡΙΑ ΝΕΡΟΥ;15;0;7;3;45
D190;A8058;D190 KITCHEN SUPPLIES - ΠΟΤΗΡΙΑ ΚΡΑΣΙΟΥ;72;2;114;10;720
D190;A8059;D190 KITCHEN SUPPLIES - ΠΟΤΗΡΙΑ ΚΡΑΣΙΟΥ;72;2;127;11;792
D190;A8060;D190 KITCHEN SUPPLIES - ΠΟΤΗΡΙΑ ΚΡΑΣΙΟΥ;52;2;80;10;520
D190;A8061;D190 KITCHEN SUPPLIES - ΜΑΧΑΙΡΙΑ;51;4;179;22;1122
D190;A8062;D190 KITCHEN SUPPLIES - ΜΠΩΛ;24;1;21;6;144
D190;A8063;D190 KITCHEN SUPPLIES - ΤΗΓΑΝΙ;-2;9;-19;57;-114
;;;;;;;
D190;A8064;D190 KITCHEN SUPPLIES - ΤΗΓΑΝΙ;-1;14;-14;81;-81
D190;A8065;D190 KITCHEN SUPPLIES - ΤΗΓΑΝΙ ΜΑΝΤΑΜΕΝΙΟ;7;8;59;51;357
D190;A8066;D190 KITCHEN SUPPLIES - ΚΑΤΣΑΡΟΛΑ;6;24;146;146;876
D190;A8069;D190 KITCHEN SUPPLIES - ΤΑΨΙ;6;8;51;51;306
D190;A8070;D190 KITCHEN SUPPLIES - ΤΑΨΙ;6;11;64;64;384
D190;A8072;D190 KITCHEN SUPPLIES - ΠΟΤΗΡΙΑ ΠΙΣΙΝΑΣ;36;2;68;12;432
D190;A8073;D190 KITCHEN SUPPLIES - ΦΟΡΜΑ ΚΕΙΚ;6;2;13;13;78
D190;A8074;D190 KITCHEN SUPPLIES - ΜΥΛΟ ΠΙΠΕΡΙ;1;14;14;81;81
D190;A8075;D190 KITCHEN SUPPLIES - ΜΥΛΟ ΑΛΑΤΙ;1;12;12;71;71
D190;A8076;D190 KITCHEN SUPPLIES - ΨΩΜΙΕΡΑ;2;7;13;40;80
D190;A8077;D190 KITCHEN SUPPLIES - ΜΑΧΑΙΡΙ ΚΡΕΑΤΟΣ;12;5;60;31;372
D190;A8078;D190 KITCHEN SUPPLIES - ΜΑΧΑΙΡΙ ΨΩΜΙΟΥ;1;9;9;54;54
D190;A8079;D190 KITCHEN SUPPLIES - ΜΑΧΑΙΡΙ ΦΑΓΗΤΟΥ;18;3;50;17;306
D190;A8080;D190 KITCHEN SUPPLIES - ΑΝΟΙΧΤΗΡΙ;1;1;1;8;8
D190;A8081;D190 KITCHEN SUPPLIES - ΨΑΛΙΔΙ ΚΟΥΖΙΝΑΣ;10;2;19;12;120
D190;A8082;D190 KITCHEN SUPPLIES - ΞΥΛΙΝΕΣ ΚΟΥΤΑΛΕΣ;8;1;11;9;72
D190;A8083;D190 KITCHEN SUPPLIES - ΣΠΑΤΟΥΛΑ;10;2;15;10;100
D190;A8084;D190 KITCHEN SUPPLIES - ΛΑΒΙΔΑ( ΜΑΥΡΗ, );24;2;43;11;264
D190;A8085;D190 KITCHEN SUPPLIES - ΛΑΒΙΔΑ ΨΑΡΙΩΝ;13;1;19;9;117
;;;;;;;
D190;A8087;D190 KITCHEN SUPPLIES - ΚΟΥΤΑΛΑ ΜΑΚΑΡΟΝΙΩΝ;6;14;81;81;486
D190;A8088;D190 KITCHEN SUPPLIES - ΣΥΡΜΑ;9;3;26;18;162
D190;A8089;D190 KITCHEN SUPPLIES - PEELER;5;3;15;18;90
D190;A8090;D190 KITCHEN SUPPLIES - ΤΡΙΦΤΗΣ ΤΥΡΙΟΥ;4;12;49;74;296
D190;A8091;D190 KITCHEN SUPPLIES - ΛΕΜΟΝΟΣΤΙΦΤΗΣ;-2;3;-7;21;-42
D190;A8092;D190 KITCHEN SUPPLIES - ΤΑΠΕΡ;12;3;36;19;228
D190;A8094;D190 KITCHEN SUPPLIES - ΤΑΠΕΡ;12;11;132;66;792
D190;A8095;D190 KITCHEN SUPPLIES - ΜΠΩΛ ΑΝΑΜΕΙΞΗΣ;10;2;20;12;120
D190;A8096;D190 KITCHEN SUPPLIES - ΚΑΡΥΔΟΣΠΑΣΤΗΣ;10;2;20;12;120
D190;A8097;D190 KITCHEN SUPPLIES - ΠΛΑΣΤΗΣ;3;16;49;98;294
D190;A8099;D190 KITCHEN SUPPLIES - ΚΑΡΑΦΑ ΚΡΑΣΙΟΥ;9;5;42;29;261
D190;A8100;D190 KITCHEN SUPPLIES - SCOOP ΠΑΓΩΤΟΥ;11;3;29;16;176
D190;A8101;D190 KITCHEN SUPPLIES - ΑΥΓΟΘΗΚΗ;15;1;9;4;60
D190;A8102;D190 KITCHEN SUPPLIES - ΚΟΠΤΗΣ ΠΙΤΣΑΣ;11;3;28;16;176
D190;A8103;D190 KITCHEN SUPPLIES - ΔΑΓΚΑΝΑ;12;2;23;12;144
D190;A8104;D190 KITCHEN SUPPLIES - ΚΑΠΑΚΙ ΔΟΧΕΙΑ ΤΡΟΦΙΜΩΝ;12;1;11;6;72
D190;A8105;D190 KITCHEN SUPPLIES - ΚΑΠΑΚΙ ΔΟΧΕΙΑ ΤΡΟΦΙΜΩΝ;12;2;20;11;132
D190;A8106;D190 KITCHEN SUPPLIES - ΤΡΙΦΤΗΣ 23CM;5;2;12;15;75
D190;A8107;D190 KITCHEN SUPPLIES - ΤΣΑΓΙΕΡΑ ΜΑΝΤΕΜΙ 600ML;4;15;60;90;360
;;;;;;;
B223;A8108;B223 PLATE INBALI 25CM;23;7;155;40;920
B223;A8109;B223 PLATE INBALI 15CM;23;5;114;30;690
B223;A8110;B223 PLATE BLACK LAVA 30CM;9;10;87;55;495
B223;A8111;B223 PLATE BLACK LAVA 20CM;9;9;80;50;450
B223;A8112;B223 PLATE OVAL 25CM;9;7;60;40;360
I128;A8112SILLEFT;I128 SINGE RIGHT SILVER ZINC ALLOY DOOR HANDLE (PAIR=100PCS) WITH ZINC ALLOY SAFETY KEYHOL;50;7;365;25;1250
I128;A8112SILRIGHT;I128 SINGE LEFT SILVER ZINC ALLOY DOOR HANDLE (PAIR=100PCS) WITH ZINC ALLOY SAFETY KEYHOLE;50;7;365;25;1250
B223;A8113;B223 PLATE OVAL 40CM;10;9;92;55;550
B223;A8114;B223 PLATE R DRIL 12x30CM;12;8;92;45;540
B223;A8115;B223 PLATE TAPAS DRIL 30CM;12;8;101;50;600
B223;A8116;B223 CUP SOUCER 15CM;7;6;39;35;245
B223;A8117;B223 CANDLE AROMA STONE;12;9;109;55;660
B223;A8118;B223 WALL HOOK STONE 8CM;21;2;46;15;315
B223;A8119;B223 WALL HOOK STONE 4CM;21;2;46;15;315
I124;A8121;"I124 DOOR STOP ZINC ALLOY
MATT BLACK";125;1;111;3;375
I128;A8122SIL;I128 SILVER ZINC ALLOY DOOR HANDLE (PAIR) WITH ZINC ALLOY STRIGHT KEYHOLE;100;11;1063;35;3500
P14;A8123;P14 Ornament 3 flowers 20x73 cm FLOWER dark blue;11;3;33;20;220
P14;A8124;P14 Shade cylinder Ø40x35 cm RODGER bamboo brown;1;30;30;170;170
;;;;;;;
P14;A8126;P14 Vase deco Ø12x59,5 cm HAYE peach;3;13;39;75;225
P14;A8127.1;P14 Dish S/2 Ø30x9+Ø50x9 cm BABUR black;1;15;15;85;85
P14;A8127.2;P14 Dish S/2 Ø30x9+Ø50x9 cm BABUR black;1;22;22;125;125
P14;A8128;P14 Ornament 20x57 cm PLANTAE cognac brown;8;3;24;20;160
P14;A8130.1;P14 Dish S/2 Ø30x9+Ø50x9 cm BABUR natural;1;15;15;85;85
P14;A8130.2;P14 Dish S/2 Ø30x9+Ø50x9 cm BABUR natural;1;22;22;125;125
P14;A8131;P14 Vase Ø16,5x59 cm TAVERNE ceramics blue;3;51;153;285;855
P14;A8132;P14 Wall ornament 79,5x150 cm KATIOLA palm leaf;5;11;55;65;325
P14;A8133.1;P14 Dish S/2 Ø30x9+Ø50x9 cm BABUR grey;1;15;15;85;85
P14;A8133.2;P14 Dish S/2 Ø30x9+Ø50x9 cm BABUR grey;2;22;44;125;250
P14;A8134;P14 Hurricane Ø18x18 cm PARATA brown;4;19;76;105;420
P14;A8135;P14 Vase deco Ø13,5x43,5 cm BALURAN ceramics ocher brown;2;11;22;65;130
P14;A8137;P14 Vase Ø19,5x28,5 cm LIVIA glass dark blue;2;10;20;60;120
P14;A8140;P14 Shade cylinder Ø30x25 cm RODGER bamboo brown;1;19;19;110;110
I210;A8141;I210 BBQ GRILL PLATE CORTEN STEEL 100x80cm 8mm;2;449;899;0;0
I210;A8142;I210 FIRE BOWL PIT F80 3mm;20;83;1651;0;0
I210;A8143.1;I210 FLOWER POT CORTEN STEEL 60x60x60 2mm;20;70;1394;0;0
I210;A8143.2;I210 FLOWER POT CORTEN STEEL 100x40x70 2mm;20;83;1651;0;0
I99;A8144;"I99 MUG 13X9.3X10CM
GRAY REACTIVE GLAZE W/ DESIGN #DF50";504;2;1013;10;5040
;;;;;;;
I99;A8145;"I99 BOWL 8.5X8.5X8.5CM
 GRAY REACTIVE GLAZE W/ DESIGN #DF50";528;2;861;10;5280
I99;A8146;"I99 PLATE 26.5X26.5X1.5CM
 GRAY REACTIVE GLAZE W/ DESIGN #DF50";512;4;2294;20;10240
I99;A8147;"I99 PLATE 21X21X1.5CM
 GRAY REACTIVE GLAZE W/ DESIGN #DF50";512;3;1531;15;7680
I99;A8148;"I99 PLATE 24X14.5X2CM
 GRAY REACTIVE GLAZE W/ DESIGN #DF50";504;3;1280;15;7560
I99;A8149;"I99 DISH 8.3X6X2CM
 GRAY REACTIVE GLAZE W/ DESIGN #DF50";576;1;570;5;2880
I99;A8150;"I99 BOWL 13.5X13.5X7CM
 GRAY REACTIVE GLAZE W/ DESIGN #DF50";504;3;1346;15;7560
B206;A8151;B206 PARAVAN ZIGZAG 156x5x180;2;213;425;1190;2380
;AT1001;D195 Πολυπαιχνίδι 4σε1 Σκάκι-Τάβλι-Γκρινιάρης-Φιδάκι (Ελιά) 34x34cm;1.37;33;45;128;175
;AT1002;D195 Wooden Chess set with Staunton Chessmen & Walnut Chessboard 35cm Inlaid on wooden box;5;67;335;265;1325
;AT1004;D195 Σετ Τράπουλες σε Ξύλινο κουτί Ανοιχτό Καφέ 24x17;5;17;85;68;340
;AT1006;D195 Handmade Travel Size Leather Backgammon Raf Blue with Beige & Cream points 30cmX46cm;2;68;135;265;530
B3;B1001C;B3 SINK TOP HOLE 40X47X90 CREAM;1;37;37;640;640
B3;B1001G;B3 FLOOR SINK TOP HOLE 40x47x90 GREY;3;37;110;540;1620
B3;B1002C;B3 FLOOR SINK TOP HOLE F40x90 CREAM;1;37;37;560;560
B3;B1002G;B3 FLOOR SINK TOP HOLE F40x90 GREY;2;191;382;560;1120
B3;B1004C;B3 SINK TOWER MARBLE F40x15 CREAM;1;60;60;335;335
;B1005.2C;SINK DEDE F45X13 CREAM;2;0;0;250;500
B3;B1006G;B3 SINK TUWUNG BATIK F45x15 GREY;1;51;51;490;490
B4;B1016.2G;B4 SOAPDISH NATURAL STONE GREY;24;3;60;22;528
;;;;;;;
B4;B1022C;B4 SOAP DISH MARBLE ROUND CREAM;6;0;0;12;72
B4;B1022G;B4 SOAP DISH MARBLE ROUND GREY;-1;0;0;12;-12
B4;B1023;B4 STONE BOWL;27;0;0;24;648
B4;B1025C;B4 SOAP DISH MARBLE SQUARE CREAM;2;0;0;12;24
B3;B1027.1C;B3 SINK ROUND F45x90 CREAM;3;37;110;520;1560
B169;B1029C;B169 SINK RECTANGULAR 60x50x15;5;57;285;345;1725
;B1031.3BR;BOX LAUNDRY BROWN;1;47;47;175;175
;B1038G;SINK SEROK F45X10 GREY;3;37;110;340;1020
B3;B1039C;B3 SINK KOTAK MARMO 69x47x7 CREAM;2;80;161;490;980
B3;B1039G;B3 SINK KOTAK MARMO 69x47x7 GREY;1;80;80;490;490
T88;B1058.2;T88 SINK CERAMIC HANDPAINTED F42x16;1;148;148;450;450
I71;B1098.1G;I71 LAUNDRY BASKET ROUND GREY F33x41;1;5;5;22;22
I71;B1098.1W;I71 LAUNDRY BASKET ROUND WHITE F33x41;4;5;19;22;88
I71;B1098.2G;I71 LAUNDRY BASKET ROUND GREY F38x47;1;7;7;27;27
I71;B1098.2W;I71 LAUNDRY BASKET ROUND WHITE F38x47;4;7;29;27;108
I71;B1098.3G;I71 LAUNDRY BASKET ROUND GREY F44x53;1;12;12;32;32
I71;B1098.3W;I71 LAUNDRY BASKET ROUND WHITE F44x53;4;12;48;32;128
I71;B1099.1G;I71 LAUNDRY BASKET RECT GREY 34x25x41;5;5;24;22;110
I71;B1099.1W;I71 LAUNDRY BASKET RECT WHITE 34x25x41;1;5;5;22;22
;;;;;;;
I71;B1099.2G;I71 LAUNDRY BASKET RECT GREY 39x30x47;4;7;29;27;108
I71;B1099.2W;I71 LAUNDRY BASKET RECT WHITE 39x30x47;1;7;7;27;27
I71;B1099.3G;I71 LAUNDRY BASKET RECT GREY 44x35x53;2;12;24;32;64
I71;B1099.3W;I71 LAUNDRY BASKET RECT WHITE 44x35x53;1;12;12;32;32
P17;B1324;P17 SALT 800g;36;2;82;10;356
I63;B1388;I63 BATH MAT 47x75;18;3;57;10;180
I63;B1389;I63 BATH SET44 WORDS WHITE SQUARE;47;7;333;32;1504
I63;B1391;I63 BATH SET4 WHITE PORCELAIN BAIN ROUND;12;5;60;25;300
I63;B1395;I63 BATH SET4 BEIGE ROUND BATH;5;7;34;32;160
I63;B1396;I63 BATH SET6 LGREY PP;2;6;12;32;64
I63;B1397;I63 BATH SET DGREY;1;7;7;32;32
I63;B1402;I63 BATH SET4 WHITE PORCELAIN POSITIVE PEOPLE;12;5;60;28;336
I71;B1404.1;I71 LAUNDRY BASKET RECT BROWN 37x27x47;11;8;90;32;352
I71;B1404.2;I71 LAUNDRY BASKET RECT BROWN;16;9;148;35;560
B4;B1405C;B4 SINK MARBLE ROUND F40;5;40;199;345;1725
B4;B1405G;B4 SINK MARBLE ROUND F40;15;40;598;345;5175
B4;B1408;B4 BATH POT STONE F10-15 H10-14;33;6;194;29;957
B169;B1411;B169 SINK RIVER STONE 22x25x20;3;0;0;0;0
B169;B1411.1;B169 SINK RIVER STONE 30x35x20;99;40;3960;207;20493
;;;;;;;
B169;B1411.12;B169 SINK RIVER STONE 25x25x15;83;20;1694;75;6225
B169;B1411.20;B169 SINK RIVER STONE 60X36X15;15;40;602;185;2775
B169;B1411.3;B169 SINK RIVER STONE 50x40x20;3;56;168;287;861
B169;B1411.4;B169 SINK RIVER STONE 50x40x13;42;23;980;160;6720
B169;B1411.5;B169 RIVER STONE SINK 40X38X15;51;29;1483;140;7140
P17;B1428.1BL;P17 TOWEL NAVY BLUE 100x50;-2;0;0;24;-48
B169;B1433;B169 STONE SINK MIDDLE CREAM 100x41x37;4;0;0;1445;5780
